GDSNAME,STATION,AREA,PERIMETER,COUNTERS,COUNTERSI,COUNTER,TYPE,Group,TYPE1,Cycle,CNTRNUM,Town,Location,OBJECTID1,UNIQUEID,SRI,MPSTART,MPEND,STREET,TOWNID,TOWNDOT,SECTLENGT,FUNCTSYST,FUNCTSY_1,URBANID,URBANNAME,TIER,TIERDESCR,LCLEGEND,LEGISCLAS,WINTERMAI,SUMMERMAI,OWNERSHIP,OWNERSHIP,HPMSOWNER,HPMSOWN_1,PLOWLEVEL,SURFTYPE,ROADWAYWI,NUMLANES,LANEWIDTH,SHLDRTYPE,SHLDRTY_1,SHLDRWIDT,SHLDRWI_1,DIRECTION,ISTOLL,ISNHS,NHS,NHSDESCR,ISTRK_ROU,COUNTYID,COUNTYNAM,EXECCOUNC,EXECCOU_1,COUNTERID,AADTCURR_,AADT,ROUTEHIOR,STREETALI,NODE1,NODE2,HPMSFACIL,HPMSFAC_1,HPMSTHRU_,COMBNUMS
CNTR:005054,005054,0,0,4205,4205,82005054,82,2014,L4,1,82005054,ALEXANDRIA,BROOK RD NORTH OF KUMMERER RD,0,19420,L0050078__,0.294,0.817,Brook Rd,005,ALEXANDRIA,0.523,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005054,2014,60,NA,NA,0138,0386,2,Two-way roadway,2,82005054
CNTR:005053,005053,0,0,4206,4206,82005053,82,2014,L4,1,82005053,ALEXANDRIA,MT CARDIGAN RD SOUTH OF WADHAMS RD,0,59146,L0050076__,1.217,2.536,Mt Cardigan Rd,005,ALEXANDRIA,1.319,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005053,2014,130,NA,NA,0122,0151,2,Two-way roadway,2,82005053
CNTR:005060,005060,0,0,4207,4207,82005060,82,2014,L4,1,82005060,ALEXANDRIA,TOWN POUND RD OVER BOG BROOK,0,52236,L0050066__,0,0.721,Town Pound Rd,005,ALEXANDRIA,0.721,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005060,2014,490,NA,NA,0072,0093,2,Two-way roadway,2,82005060
CNTR:005059,005059,0,0,4208,4208,82005059,82,2014,L4,1,82005059,ALEXANDRIA,BAILEY RD OVER BOG BROOK,0,43653,L0050061__,0,0.847,Bailey Rd,005,ALEXANDRIA,0.847,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005059,2014,450,NA,NA,0109,0104,2,Two-way roadway,2,82005059
CNTR:005058,005058,0,0,4209,4209,82005058,82,2014,L4,1,82005058,ALEXANDRIA,WASHBURN RD WEST OF MT CARDIGAN RD,0,49853,N0050044__,0.896,1.577,Washburn Rd,005,ALEXANDRIA,0.681,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005058,2014,460,NA,NA,0071,0090,2,Two-way roadway,2,82005058
CNTR:005057,005057,0,0,4210,4210,82005057,82,2014,L4,1,82005057,ALEXANDRIA,WASHBURN RD EAST OF PATTEN RD,0,8529,L0050073__,0.114,0.258,Washburn Rd,005,ALEXANDRIA,0.144,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,18,2,9,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005057,2014,340,NA,NA,0087,0084,2,Two-way roadway,2,82005057
CNTR:005056,005056,0,0,4211,4211,82005056,82,2014,L4,1,82005056,ALEXANDRIA,WEST SHORE RD AT BRISTOL TL,0,129783,N0050052__,1.557,1.576,West Shore Rd,005,ALEXANDRIA,0.019,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005056,2014,920,NA,NA,0425,6140,2,Two-way roadway,2,82005056
CNTR:005052,005052,0,0,4212,4212,82005052,82,2014,L4,1,82005052,ALEXANDRIA,FOWLER RIVER RD AT BRISTOL TL,0,12604,N0590044__,0.303,0.432,Cardigan Mountain Rd,059,BRISTOL,0.129,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,21,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82005052,2014,880,NA,NA,6009,0813,2,Two-way roadway,2,82005052
CNTR:059078,059078,0,0,4213,4213,82059078,82,2014,L4,1,82059078,BRISTOL,WEST SHORE RD AT FOWLER RIVER BRIDGE,0,3116,N0590043__,2.162,2.404,West Shore Rd,059,BRISTOL,0.242,6,Minor Collector,0,NA,4,Local Connectors,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,4,Paved,21,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059078,2014,1400,NA,NA,0380,0874,2,Two-way roadway,2,82059078
CNTR:059074,059074,0,0,4214,4214,82059074,82,2014,L5,1,82059074,BRISTOL,NH 104 (SUMMER ST) EB-WB AT DANFORTH BROOK,0,131808,S0000104__,10.188,10.389,Summer St,059,BRISTOL,0.201,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059074,2014,8300,NH 104,NH 104,0298,0300,2,Two-way roadway,2,82059074
CNTR:059084,059084,0,0,4215,4215,82059084,82,2014,L4,1,82059084,BRISTOL,DANFORTH BROOK RD OVER DANFORTH BROOK,0,131807,L0590093__,0.247,0.309,Danforth Brook Rd,059,BRISTOL,0.062,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059084,2014,120,NA,NA,0301,0843,2,Two-way roadway,2,82059084
CNTR:059011,059011,0,0,4216,4216,82059011,82,0,NA,0,82059011,BRISTOL,NA,0,131756,S0000003A_,114.484,114.524,Lake St,059,BRISTOL,0.04,5,Major Collector,0,NA,3,Regional Corridors,State,I,206,206,206,DISTRICT 2,1,State Highway Agency,3,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059054,2014,6500,NH 3A,NH 3A,0182,0184,2,Two-way roadway,2,82059011
CNTR:059082,059082,0,0,4217,4217,82059082,82,2014,L4,1,82059082,BRISTOL,BRISTOL HILL RD OVER NEWFOUND RIVER,0,13109,L0590074__,0.645,0.894,Bristol Hill Rd,059,BRISTOL,0.249,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059082,2014,1500,NA,NA,0170,0172,2,Two-way roadway,2,82059082
CNTR:059054,059054,0,0,4218,4218,82059054,82,2014,L4,1,82059054,BRISTOL,NH 3A (LAKE ST) AT NEWFOUND RIVER BRIDGE NORTH OF CHANDLER ST,0,39968,S0000003A_,113.791,114.013,Lake St,059,BRISTOL,0.222,5,Major Collector,0,NA,3,Regional Corridors,State,I,206,206,206,DISTRICT 2,1,State Highway Agency,3,Paved,32,2,12,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059054,2014,6500,NH 3A,NH 3A,0173,0178,2,Two-way roadway,2,82059054
CNTR:059083,059083,0,0,4219,4219,82059083,82,2014,L4,1,82059083,BRISTOL,RIVERDALE RD OVER NEWFOUND RIVER,0,35842,L0590073__,0,0.168,Riverdale Rd,059,BRISTOL,0.168,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059083,2014,140,NA,NA,0189,0802,2,Two-way roadway,2,82059083
CNTR:059076,059076,0,0,4220,4220,82059076,82,0,NA,0,82059076,BRISTOL,NA,0,21193,S0000003A_,115.088,115.388,Lake St,059,BRISTOL,0.3,5,Major Collector,0,NA,3,Regional Corridors,State,I,206,206,206,DISTRICT 2,1,State Highway Agency,3,Paved,24,2,12,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059054,2014,6500,NH 3A,NH 3A,0189,0308,2,Two-way roadway,2,82059076
CNTR:059081,059081,0,0,4221,4221,82059081,82,2014,L4,1,82059081,BRISTOL,WEST SHORE RD OVER NEWFOUND RIVER,0,102345,P0598009__,0,0.101,Pasquaney Shores Dr,059,BRISTOL,0.101,0,No Functional System,0,NA,0,NA,Private,0,PRIVATE,PRIVATE,PRIVATE,PRIVATE,NA,NA,0,Unpaved,10,1,10,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0798,0799,0,NA,0,82059081
CNTR:059080,059080,0,0,4222,4222,82059080,82,2014,L4,1,82059080,BRISTOL,NH 3A (LAKE ST) AT BRIDGEWATER TL,0,48696,S0000003A_,116.672,116.742,Mayhew Tpke,057,BRIDGEWATER,0.07,5,Major Collector,0,NA,3,Regional Corridors,State,I,206,206,206,DISTRICT 2,1,State Highway Agency,3,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059080,2014,3700,NH 3A,NH 3A,6003,0005,2,Two-way roadway,2,82059080
CNTR:059051,059051,0,0,4223,4223,82059051,82,2014,L4,1,82059051,BRISTOL,NH 104 (SUMMER ST) WEST OF RIVER RD,0,146620,S0000104__,13.274,13.546,Summer St,059,BRISTOL,0.272,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,206,206,206,DISTRICT 2,1,State Highway Agency,2,Paved,44,2,12,Paved,Paved,10,10,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059051,2014,8500,NH 104,NH 104,0319,0320,2,Two-way roadway,2,82059051
CNTR:455054,455054,0,0,4235,4235,82455054,82,0,NA,0,82455054,TUFTONBORO,NA,0,1121,S0000109A_,4.799,5.298,Middle Rd,455,TUFTONBORO,0.499,6,Minor Collector,0,NA,4,Local Connectors,State,II,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NH 109A,NH 109A,6128,0130,2,Two-way roadway,2,82455054
CNTR:455062,455062,0,0,4236,4236,82455062,82,2013,L4,3,82455062,TUFTONBORO,TUFTONBORO NECK RD SOUTH OF BASIN RD,0,40571,L4550080__,0.12,0.317,Tuftonboro Neck Rd,455,TUFTONBORO,0.197,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82455062,2014,1000,NA,NA,0796,0802,2,Two-way roadway,2,82455062
CNTR:329076,329076,0,0,4237,4237,82329076,82,2015,L4,2,82329076,NEW HAMPTON,NH 132 NORTH OF NH 104,0,129944,S0000132__,33.872,34.165,NH Route 132,329,NEW HAMPTON,0.293,6,Minor Collector,0,NA,3,Regional Corridors,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,4,Paved,20,2,10,Unpaved,Unpaved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82329076,2014,1383,NH 132,NH 132,0082,0274,2,Two-way roadway,2,82329076
CNTR:329074,329074,0,0,4238,4238,82329074,82,2015,L6,2,82329074,NEW HAMPTON,NH 104 WEST OF SINCLAIR HILL ROAD,0,21156,L3290102__,0.239,0.366,Town House Rd,329,NEW HAMPTON,0.127,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,0049,0051,2,Two-way roadway,2,82329074
CNTR:329080,329080,0,0,4239,4239,82329080,82,2014,L4,1,82329080,NEW HAMPTON,DANA HILL RD OVER HARPER BROOK,0,57133,L3290073__,0.021,0.377,Dana Hill Rd,329,NEW HAMPTON,0.356,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82329080,2014,500,NA,NA,0294,0136,2,Two-way roadway,2,82329080
CNTR:329012,329012,0,0,4240,4240,82329012,82,0,NA,0,82329012,NEW HAMPTON,NA,0,31920,S0000104__,14.974,14.997,NH Route 104,329,NEW HAMPTON,0.023,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,2,Paved,50,2,12,Paved,Paved,10,5,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,62329050,2014,7746,NH 104,"NH 104,NH 132",0087,0089,2,Two-way roadway,2,82329012
CNTR:329011,329011,0,0,4241,4241,82329011,82,0,NA,0,82329011,NEW HAMPTON,NA,0,120814,S0000104__,15.086,15.184,NH Route 104,329,NEW HAMPTON,0.098,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,2,Paved,45,2,12,Paved,Paved,6,7,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82329074,2014,12230,NH 104,"NH 104,NH 132",0367,0277,2,Two-way roadway,2,82329011
CNTR:329079,329079,0,0,4242,4242,82329079,82,2014,L4,1,82329079,NEW HAMPTON,PINNACLE HILL RD OVER I-93,0,17722,L3290068__,0,0.675,Pinnacle Hill Rd,329,NEW HAMPTON,0.675,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82329079,2014,140,NA,NA,0114,0101,2,Two-way roadway,2,82329079
CNTR:329050,329050,0,0,4243,4243,62329050,62,2015,L4,2,62329050,NEW HAMPTON,NH 104 AT BRISTOL TL,0,120815,S0000104__,13.853,14.097,NH Route 104,329,NEW HAMPTON,0.244,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,2,Paved,40,2,12,Paved,Paved,7,8,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,62329050,2014,7746,NH 104,NH 104,8166,0097,2,Two-way roadway,2,62329050
CNTR:329078,329078,0,0,4244,4244,82329078,82,2014,L4,1,82329078,NEW HAMPTON,OLD BRISTOL RD WEST OF OLD MILL LANE,0,45071,L3290060__,3.286,4.543,Old Bristol Rd,329,NEW HAMPTON,1.257,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,22,2,11,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82329078,2014,740,NA,NA,0018,0126,2,Two-way roadway,2,82329078
CNTR:295049,295049,0,0,4245,4245,82295049,82,2013,L5,3,82295049,MEREDITH,US 3 (DANIEL WEBSTER HWY) SB-NB AT LACONIA TL,0,50872,U0000003__,84.794,84.87,Daniel Webster Hwy,295,MEREDITH,0.076,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,30,2,11,None,None,3,5,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295049,2014,6900,US 3,US 3,6302,0040,2,Two-way roadway,2,82295049
CNTR:295050,295050,0,0,4246,4246,82295050,82,2013,L4,3,82295050,MEREDITH,MEREDITH CENTER RD AT LACONIA TL,0,12901,N2950046__,0,0.43,Meredith Center Rd,295,MEREDITH,0.43,5,Major Collector,0,NA,4,Local Connectors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,3,Paved,24,2,10,Paved,Paved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295050,2014,3200,NA,NA,6300,0046,2,Two-way roadway,2,82295050
CNTR:295012,295012,0,0,4247,4247,82295012,82,0,NA,0,82295012,MEREDITH,NA,0,124680,S0000106__,32.814,33.17,Parade Rd,295,MEREDITH,0.356,5,Major Collector,0,NA,3,Regional Corridors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,26,2,11,None,None,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245054,2014,6943,NH 106,NH 106,0042,0619,2,Two-way roadway,2,82295012
CNTR:295061,295061,0,0,4248,4248,82295061,82,2015,L4,2,82295061,MEREDITH,MEREDITH CENTER RD NORTH OF MARION LANE,0,24088,N2950046__,1.639,2.109,Meredith Center Rd,295,MEREDITH,0.47,5,Major Collector,0,NA,4,Local Connectors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,3,Paved,24,2,10,Paved,Paved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295061,2014,3571,NA,NA,0568,0059,2,Two-way roadway,2,82295061
CNTR:295057,295057,0,0,4249,4249,82295057,82,0,NA,0,82295057,MEREDITH,NA,0,25345,L2950062__,0,0.969,Edgerly School Rd,295,MEREDITH,0.969,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Unpaved,16,2,8,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,NA,0,0,NA,NA,6290,0022,2,Two-way roadway,2,82295057
CNTR:295060,295060,0,0,4250,4250,82295060,82,2015,L4,2,82295060,MEREDITH,BLAKE RD SOUTH OF MERCIER DR,0,32721,L2950136__,1.124,1.453,Blake Rd,295,MEREDITH,0.329,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,24,2,12,None,None,0,0,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295060,2014,79,NA,NA,0074,0069,2,Two-way roadway,2,82295060
CNTR:295023,295023,0,0,4251,4251,82295023,82,0,NA,0,82295023,MEREDITH,NA,0,130397,U0000003__,85.406,85.717,Daniel Webster Hwy,295,MEREDITH,0.311,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,26,2,11,Unpaved,Unpaved,2,2,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295049,2014,6900,US 3,US 3,0128,0491,2,Two-way roadway,2,82295023
CNTR:295023,295023,0,0,4251,4251,82295023,82,0,NA,0,82295023,MEREDITH,NA,0,130397,U0000003__,85.406,85.717,Daniel Webster Hwy,295,MEREDITH,0.311,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,26,2,11,Unpaved,Unpaved,2,2,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295049,2014,6900,US 3,US 3,0128,0491,2,Two-way roadway,2,81295025
CNTR:295023,295023,0,0,4251,4251,82295023,82,0,NA,0,82295023,MEREDITH,NA,0,130397,U0000003__,85.406,85.717,Daniel Webster Hwy,295,MEREDITH,0.311,4,Minor Arterial,0,NA,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,26,2,11,Unpaved,Unpaved,2,2,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82295049,2014,6900,US 3,US 3,0128,0491,2,Two-way roadway,2,81295024
CNTR:169049,169049,0,0,4252,4252,82169049,82,2013,L4,3,82169049,GILFORD,NH 11B (WEIRS RD) AT LACONIA TL,0,132268,S0000011B_,3.676,3.727,Endicott St E,245,LACONIA,0.051,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,24,2,10,None,None,3,1,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82169049,2014,4900,NH 11B,NH 11B,6097,0686,2,Two-way roadway,2,82169049
CNTR:169075,169075,0,0,4253,4253,82169075,82,2015,L4,2,82169075,GILFORD,SUMMIT AVE OVER LAKE WINNIPESAUKEE,0,57915,L1690174__,0,0.108,Summit Ave,169,GILFORD,0.108,7,Local,0,NA,5,Local Roads,Local,V,TOWN,TOWN,TOWN,TOWN,3,Town or Township Highway Agency,0,Paved,20,2,10,Paved,Paved,2,2,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82169075,2014,885,NA,NA,6096,0399,2,Two-way roadway,2,82169075
CNTR:059052,059052,0,0,4254,4254,82059052,82,2014,L4,1,82059052,BRISTOL,RIVER RD AT BRIDGEWATER TL,0,73561,N0590042__,1.704,2.353,River Rd,059,BRISTOL,0.649,7,Local,0,NA,4,Local Connectors,State,II,324,324,324,DISTRICT 3,1,State Highway Agency,4,Paved,24,2,10,None,None,2,2,Two way,NO,NO,0,NA,NO,9,GRAFTON,1,Dist 1 - Joeseph D. Kenney,82059052,2014,430,NA,NA,0335,6007,2,Two-way roadway,2,82059052
CNTR:245076:707,245076,0,0,4255,4255,82245076,82,2015,L4,2,82245076,LACONIA,NH 11B (ENDICOTT ST EAST) EAST OF US 3,0,149006,S0000011B_,5.132,5.166,Endicott St East,245,LACONIA,0.034,5,Major Collector,0,NA,3,Regional Corridors,State,II,314,314,314,DISTRICT 3,1,State Highway Agency,3,Paved,16,1,12,Paved,None,0,4,One way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245076,2014,6626,NA,NA,1084,0542,2,Two-way roadway,2,82245076
CNTR:245045:707,245045,0,0,4256,4256,82245045,82,2014,L5,1,82245045,LACONIA,US 3 (ENDICOTT ST NORTH) SB-NB EAST OF CHANNEL LN,0,27491,U0000003__,82.76,82.811,Endicott St North,245,LACONIA,0.051,4,Minor Arterial,45856,Laconia,2,Statewide Corridors - Other,State,I,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,24,2,12,Paved,Paved,0,0,Two way,NO,YES,1,Non-Connector NHS,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245045,2014,9100,US 3,US 3,1093,0537,2,Two-way roadway,2,82245045
CNTR:245057,245054,0,0,4258,4258,82245054,82,2015,L4,2,82245054,LACONIA,NH 106 (PARADE RD) AT MEREDITH TL,0,131899,S0000106__,32.414,32.442,Parade Rd,295,MEREDITH,0.028,5,Major Collector,0,NA,3,Regional Corridors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245054,2014,6943,NH 106,NH 106,6301,0543,2,Two-way roadway,2,82245054
CNTR:245011,245011,0,0,4259,4259,82245011,82,0,NA,0,82245011,LACONIA,NA,0,52935,S0000106__,31.358,32.331,Parade Rd,245,LACONIA,0.973,5,Major Collector,0,NA,3,Regional Corridors,State,II,309,309,309,DISTRICT 3,1,State Highway Agency,2,Paved,30,2,11,Paved,Paved,4,4,Two way,NO,NO,0,NA,NO,1,BELKNAP,1,Dist 1 - Joeseph D. Kenney,82245054,2014,6943,NH 106,NH 106,0515,0616,2,Two-way roadway,2,82245011
CNTR:493052,493052,0,0,4260,4260,62493052,62,2013,L3,3,62493052,WOLFEBORO,NH 109 (NO. MAIN ST) AT TUFTONBORO TL (EB-WB) (61493048-61493049),0,132396,S0000109__,18.93,18.997,N Main St,493,WOLFEBORO,0.067,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62493052,2014,3600,NH 109,NH 109,1352,6127,2,Two-way roadway,2,62493052
CNTR:493052,493052,0,0,4260,4260,62493052,62,2013,L3,3,62493052,WOLFEBORO,NH 109 (NO. MAIN ST) AT TUFTONBORO TL (EB-WB) (61493048-61493049),0,132396,S0000109__,18.93,18.997,N Main St,493,WOLFEBORO,0.067,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62493052,2014,3600,NH 109,NH 109,1352,6127,2,Two-way roadway,2,61493049
CNTR:493052,493052,0,0,4260,4260,62493052,62,2013,L3,3,62493052,WOLFEBORO,NH 109 (NO. MAIN ST) AT TUFTONBORO TL (EB-WB) (61493048-61493049),0,132396,S0000109__,18.93,18.997,N Main St,493,WOLFEBORO,0.067,5,Major Collector,0,NA,3,Regional Corridors,State,I,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,Unpaved,Unpaved,3,3,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,62493052,2014,3600,NH 109,NH 109,1352,6127,2,Two-way roadway,2,61493048
CNTR:493061,493061,0,0,4261,4261,82493061,82,2013,L4,3,82493061,WOLFEBORO,NH 109A (SANDY KNOLL RD) SOUTH OF BEACH POND RD,0,132555,S0000109A_,7.369,7.606,Pine Hill Rd,493,WOLFEBORO,0.237,6,Minor Collector,0,NA,4,Local Connectors,State,II,311,311,311,DISTRICT 3,1,State Highway Agency,3,Paved,20,2,10,None,None,0,0,Two way,NO,NO,0,NA,NO,3,CARROLL,1,Dist 1 - Joeseph D. Kenney,82493061,2014,2900,NH 109A,NH 109A,0146,1018,2,Two-way roadway,2,82493061
